Date,HomeTeam,AwayTeam,FTR,season,home_odds,draw_odds,away_odds,goals_scored,goals_conceded,ELO,matchDay,avg_goals_scored,avg_goals_conceded,points,avg_points_game,elo_change_trend,goals_scored_trend,goals_conceded_trend,goals_scored_away,goals_conceded_away,ELO_away,matchDay_away,avg_goals_scored_away,avg_goals_conceded_away,points_away,avg_points_game_away,elo_change_trend_away,goals_scored_trend_away,goals_conceded_trend_away
2015-11-23,Crystal Palace,Sunderland,A,2016,1.57,4.0,6.77,14,13,997.26,13,1.077,1.0,19,1.462,-10.03,0.6,1.0,14,26,945.68,13,1.077,2.0,9,0.692,-17.53,1.0,1.6
2015-11-28,Aston Villa,Watford,A,2016,2.75,3.25,2.8,12,27,904.48,14,0.857,1.929,5,0.357,-25.54,0.4,1.8,15,16,1000.68,14,1.071,1.143,19,1.357,7.71,1.2,0.8
2015-11-28,Bournemouth,Everton,D,2016,2.9,3.53,2.5,17,30,933.45,14,1.214,2.143,10,0.714,-36.72,0.6,2.0,27,19,1023.19,14,1.929,1.357,21,1.5,17.54,2.4,1.0
2015-11-28,Crystal Palace,Newcastle,H,2016,1.71,3.9,5.17,19,14,1007.98,14,1.357,1.0,22,1.571,-10.22,0.4,0.6,14,30,934.73,14,1.0,2.143,10,0.714,-14.76,0.2,1.2
2015-11-28,Leicester,Man United,D,2016,3.1,3.4,2.38,29,21,1062.99,14,2.071,1.5,29,2.071,40.89,1.8,0.6,20,10,1067.56,14,1.429,0.714,28,2.0,17.8,0.8,0.2
2015-11-28,Man City,Southampton,H,2016,1.57,4.33,6.1,30,14,1051.38,14,2.143,1.0,29,2.071,-14.48,0.6,1.0,20,17,1008.06,14,1.429,1.214,20,1.429,6.28,0.8,0.4
2015-11-28,Sunderland,Stoke,H,2016,3.1,3.28,2.45,16,26,956.57,14,1.143,1.857,12,0.857,4.86,1.2,1.4,11,14,1000.38,14,0.786,1.0,19,1.357,6.85,0.4,0.4
2015-11-29,Liverpool,Swansea,H,2016,1.48,4.55,7.95,18,15,1030.34,14,1.286,1.071,23,1.643,18.74,1.8,1.0,14,19,962.05,14,1.0,1.357,14,1.0,-16.11,0.8,1.4
2015-11-29,Norwich,Arsenal,D,2016,5.75,4.2,1.62,17,25,955.63,14,1.214,1.786,13,0.929,-17.6,0.4,0.8,24,12,1063.03,14,1.714,0.857,27,1.929,8.19,1.4,0.8
2015-11-29,Tottenham,Chelsea,D,2016,2.6,3.39,2.89,24,11,1055.99,14,1.714,0.786,25,1.786,39.3,2.6,0.8,17,23,969.65,14,1.214,1.643,15,1.071,-19.56,0.6,1.2
2015-11-29,West Ham,West Brom,D,2016,2.05,3.35,3.96,25,21,1021.12,14,1.786,1.5,22,1.571,-17.45,0.8,1.6,13,18,990.74,14,0.929,1.286,18,1.286,4.28,1.0,1.2
2015-12-05,Arsenal,Sunderland,H,2016,1.29,6.0,12.0,27,13,1068.61,15,1.8,0.867,30,2.0,1.83,1.2,0.8,17,29,950.99,15,1.133,1.933,12,0.8,4.36,1.0,1.4
2015-12-05,Chelsea,Bournemouth,A,2016,1.36,5.0,9.04,17,24,955.36,15,1.133,1.6,15,1.0,-8.42,0.4,0.8,18,30,947.74,15,1.2,2.0,13,0.867,-16.49,1.0,1.6
2015-12-05,Man United,West Ham,D,2016,1.44,4.5,9.0,20,10,1063.47,15,1.333,0.667,29,1.933,23.45,1.0,0.4,25,21,1025.21,15,1.667,1.4,23,1.533,-27.23,0.6,1.6
2015-12-05,Southampton,Aston Villa,D,2016,1.5,4.25,7.5,21,18,1002.88,15,1.4,1.2,21,1.4,-4.12,0.8,0.8,13,28,909.66,15,0.867,1.867,6,0.4,-24.59,0.6,2.0
2015-12-05,Stoke,Man City,H,2016,5.25,3.94,1.7,13,14,1010.61,15,0.867,0.933,22,1.467,12.01,0.4,0.4,30,16,1041.15,15,2.0,1.067,29,1.933,-9.44,1.2,1.2
2015-12-05,Swansea,Leicester,A,2016,2.7,3.33,2.75,14,22,947.54,15,0.933,1.467,14,0.933,-34.29,0.4,1.4,32,21,1077.5,15,2.133,1.4,32,2.133,30.85,1.8,0.8
2015-12-05,Watford,Norwich,H,2016,2.15,3.43,3.6,17,16,1008.01,15,1.133,1.067,22,1.467,2.8,1.4,1.2,17,27,948.3,15,1.133,1.8,13,0.867,-4.29,0.6,0.8
2015-12-05,West Brom,Tottenham,D,2016,4.75,3.45,1.9,14,19,989.68,15,0.933,1.267,19,1.267,-5.04,1.0,1.4,25,12,1057.05,15,1.667,0.8,26,1.733,13.67,1.6,0.6
2015-12-06,Newcastle,Liverpool,H,2016,5.75,4.2,1.62,16,30,946.64,15,1.067,2.0,13,0.867,-14.09,0.4,1.6,18,17,1018.43,15,1.2,1.133,23,1.533,27.55,1.8,0.8
2015-12-07,Everton,Crystal Palace,D,2016,2.06,3.43,3.75,28,20,1019.95,15,1.867,1.333,22,1.467,23.95,2.8,1.2,20,15,1011.22,15,1.333,1.0,23,1.533,7.53,1.4,0.6
2015-12-12,Bournemouth,Man United,H,2016,3.3,3.3,2.3,20,31,958.7,16,1.25,1.938,16,1.0,4.62,1.2,1.2,21,12,1052.51,16,1.312,0.75,29,1.812,17.69,1.0,0.4
2015-12-12,Crystal Palace,Southampton,H,2016,2.55,3.3,3.0,21,15,1018.53,16,1.312,0.938,26,1.625,12.44,1.6,0.8,21,19,995.57,16,1.312,1.188,21,1.312,-16.12,0.6,1.0
2015-12-12,Man City,Swansea,H,2016,1.3,5.6,10.9,32,17,1046.35,16,2.0,1.062,32,2.0,-24.67,0.8,1.4,15,24,942.34,16,0.938,1.5,14,0.875,-32.72,0.4,1.4
2015-12-12,Norwich,Everton,D,2016,2.9,3.48,2.52,18,28,947.53,16,1.125,1.75,14,0.875,-6.62,0.4,0.8,29,21,1020.72,16,1.812,1.312,23,1.438,9.8,1.8,1.0
2015-12-12,Sunderland,Watford,A,2016,2.86,3.3,2.7,17,30,939.26,16,1.062,1.875,12,0.75,9.69,0.8,0.8,18,16,1019.74,16,1.125,1.0,25,1.562,-0.09,1.4,1.2
2015-12-12,West Ham,Stoke,D,2016,2.62,3.25,2.9,25,21,1021.98,16,1.562,1.312,24,1.5,-12.92,0.6,1.2,13,14,1013.84,16,0.812,0.875,23,1.438,20.61,0.8,0.4
2015-12-13,Aston Villa,Arsenal,A,2016,6.5,4.2,1.57,13,30,899.71,16,0.812,1.875,6,0.375,-13.94,0.6,1.6,29,13,1078.56,16,1.812,0.812,33,2.062,-8.67,1.2,1.0
2015-12-13,Liverpool,West Brom,D,2016,1.4,4.59,9.0,20,19,1014.87,16,1.25,1.188,24,1.5,1.11,1.2,1.0,16,21,993.24,16,1.0,1.312,20,1.25,6.34,0.8,1.0
2015-12-13,Tottenham,Newcastle,A,2016,1.38,5.36,9.0,26,14,1040.87,16,1.625,0.875,26,1.625,9.26,1.2,0.6,18,31,962.82,16,1.125,1.938,16,1.0,-0.55,0.8,1.6
2015-12-14,Leicester,Chelsea,H,2016,3.13,3.5,2.35,34,22,1082.04,16,2.125,1.375,35,2.188,32.92,1.8,0.4,18,26,950.82,16,1.125,1.625,15,0.938,-8.18,0.2,0.4
2015-12-19,Chelsea,Sunderland,H,2016,1.32,5.25,11.0,21,27,959.27,17,1.235,1.588,18,1.059,-5.82,0.4,0.6,18,33,930.81,17,1.059,1.941,12,0.706,9.07,0.8,0.8
2015-12-19,Everton,Leicester,A,2016,2.1,3.7,3.6,31,24,1008.9,17,1.824,1.412,23,1.353,6.98,1.8,1.0,37,24,1093.86,17,2.176,1.412,38,2.235,30.95,1.8,0.4
2015-12-19,Man United,Norwich,A,2016,1.45,4.5,8.45,22,14,1036.45,17,1.294,0.824,29,1.706,0.01,0.8,0.8,20,29,963.59,17,1.176,1.706,17,1.0,-15.76,0.4,1.0
2015-12-19,Newcastle,Aston Villa,D,2016,2.01,3.5,4.0,19,32,958.6,17,1.118,1.882,17,1.0,2.46,1.0,1.8,14,31,903.93,17,0.824,1.824,7,0.412,-25.11,0.6,2.0
2015-12-19,Southampton,Tottenham,A,2016,2.66,3.33,2.8,21,21,981.63,17,1.235,1.235,21,1.235,-34.54,0.4,1.2,28,14,1054.81,17,1.647,0.824,29,1.706,-10.64,1.2,0.8
2015-12-19,Stoke,Crystal Palace,A,2016,2.5,3.2,3.14,14,16,1000.48,17,0.824,0.941,23,1.353,16.94,0.6,0.4,23,16,1031.89,17,1.353,0.941,29,1.706,5.78,1.4,0.6
2015-12-19,West Brom,Bournemouth,A,2016,2.55,3.25,2.8,17,23,978.93,17,1.0,1.353,20,1.176,16.62,1.2,1.0,22,32,973.01,17,1.294,1.882,19,1.118,28.75,1.6,1.2
2015-12-20,Swansea,West Ham,D,2016,2.1,3.3,3.9,15,24,941.81,17,0.882,1.412,15,0.882,-29.55,0.6,1.6,25,21,1022.51,17,1.471,1.235,25,1.471,-12.56,0.4,1.0
2015-12-20,Watford,Liverpool,H,2016,4.0,3.4,2.0,21,16,1029.93,17,1.235,0.941,28,1.647,18.15,1.4,0.8,20,22,1004.68,17,1.176,1.294,24,1.412,11.52,1.4,1.0
2015-12-21,Arsenal,Man City,H,2016,2.45,3.49,3.0,31,14,1085.08,17,1.824,0.824,36,2.118,5.0,1.4,0.8,33,19,1039.83,17,1.941,1.118,32,1.882,-18.25,1.2,1.6
2015-12-26,Aston Villa,West Ham,D,2016,2.65,3.25,2.75,15,32,904.57,18,0.833,1.778,8,0.444,-11.69,0.8,1.4,26,22,1021.87,18,1.444,1.222,26,1.444,-2.4,0.2,0.2
2015-12-26,Bournemouth,Crystal Palace,D,2016,2.45,3.4,3.0,22,32,971.83,18,1.222,1.778,20,1.111,39.31,1.6,1.0,23,16,1033.07,18,1.278,0.889,30,1.667,34.63,1.8,0.6
2015-12-26,Chelsea,Watford,D,2016,1.45,4.5,7.5,23,29,958.44,18,1.278,1.611,19,1.056,-5.23,0.8,0.8,23,18,1030.76,18,1.278,1.0,29,1.611,40.39,1.8,0.4
2015-12-26,Liverpool,Leicester,H,2016,1.95,3.79,3.8,21,22,1014.7,18,1.167,1.222,27,1.5,-19.57,0.6,1.4,37,25,1083.84,18,2.056,1.389,38,2.111,27.86,1.8,0.8
2015-12-26,Man City,Sunderland,H,2016,1.21,7.0,14.5,37,20,1046.57,18,2.056,1.111,35,1.944,-3.87,1.2,1.2,19,37,924.07,18,1.056,2.056,12,0.667,-14.87,0.8,1.4
2015-12-26,Newcastle,Everton,A,2016,3.25,3.5,2.25,19,33,946.66,18,1.056,1.833,17,0.944,13.15,1.2,1.4,32,24,1020.84,18,1.778,1.333,26,1.444,-14.04,1.4,1.6
2015-12-26,Southampton,Arsenal,H,2016,3.6,3.5,2.1,25,21,999.64,18,1.389,1.167,24,1.333,-34.11,0.4,1.4,31,18,1067.07,18,1.722,1.0,36,2.0,21.85,1.6,0.6
2015-12-26,Stoke,Man United,H,2016,3.25,3.25,2.4,16,16,1010.23,18,0.889,0.889,26,1.444,-10.79,0.6,0.8,22,16,1026.7,18,1.222,0.889,29,1.611,-28.1,0.6,1.0
2015-12-26,Swansea,West Brom,H,2016,1.96,3.4,4.5,16,24,950.55,18,0.889,1.333,18,1.0,-26.33,0.2,1.2,17,24,970.19,18,0.944,1.333,20,1.111,-8.02,1.0,1.2
2015-12-26,Tottenham,Norwich,H,2016,1.44,4.54,8.0,31,14,1062.02,18,1.722,0.778,32,1.778,-6.33,0.8,0.6,20,32,956.38,18,1.111,1.778,17,0.944,8.16,0.8,1.0
2015-12-28,Arsenal,Bournemouth,H,2016,1.44,4.75,8.0,33,18,1072.91,19,1.737,0.947,39,2.053,4.04,1.4,1.2,22,34,965.99,19,1.158,1.789,20,1.053,38.38,1.0,0.4
2015-12-28,Crystal Palace,Swansea,D,2016,2.05,3.34,4.0,23,16,1028.27,19,1.211,0.842,31,1.632,25.09,0.8,0.4,16,24,955.35,19,0.842,1.263,19,1.0,-11.5,0.4,1.0
2015-12-28,Everton,Stoke,A,2016,1.95,3.6,4.2,35,28,1007.06,19,1.842,1.474,26,1.368,-2.35,1.0,1.0,20,19,1024.01,19,1.053,1.0,29,1.526,9.85,1.0,0.4
2015-12-28,Man United,Chelsea,D,2016,2.6,3.25,3.0,22,16,1022.22,19,1.158,0.842,30,1.579,-40.86,0.4,1.2,23,29,962.92,19,1.211,1.526,20,1.053,-11.21,1.2,1.2
2015-12-28,Norwich,Aston Villa,H,2016,2.05,3.5,3.8,22,32,963.65,19,1.158,1.684,20,1.053,0.75,0.6,1.4,15,34,897.3,19,0.789,1.789,8,0.421,0.09,0.6,1.0
2015-12-28,Watford,Tottenham,A,2016,3.5,3.32,2.1,24,20,1018.07,19,1.263,1.053,29,1.526,30.08,1.6,0.4,33,15,1074.71,19,1.737,0.789,35,1.842,6.03,1.4,0.6
2015-12-28,West Brom,Newcastle,H,2016,2.2,3.3,3.75,18,24,977.22,19,0.947,1.263,23,1.211,-20.55,0.8,1.2,19,34,939.63,19,1.0,1.789,17,0.895,11.93,1.0,0.6
2015-12-28,West Ham,Southampton,H,2016,3.57,3.3,2.21,28,23,1028.79,19,1.474,1.211,29,1.526,0.75,0.2,0.2,26,23,992.72,19,1.368,1.211,24,1.263,-8.42,1.0,0.8
2015-12-29,Leicester,Man City,D,2016,4.17,4.0,1.85,37,25,1079.92,19,1.947,1.316,39,2.053,20.85,1.6,0.8,37,20,1050.49,19,1.947,1.053,36,1.895,-4.81,1.4,1.2
2015-12-30,Sunderland,Liverpool,A,2016,5.5,3.75,1.72,19,38,913.38,19,1.0,2.0,12,0.632,-32.5,0.6,2.2,22,22,1025.39,19,1.158,1.158,30,1.579,-15.64,0.6,1.4
2016-01-02,Arsenal,Newcastle,H,2016,1.29,6.0,11.0,34,18,1077.25,20,1.7,0.9,42,2.1,4.3,1.2,1.0,19,35,935.29,20,0.95,1.75,17,0.85,-7.01,0.6,0.8
2016-01-02,Leicester,Bournemouth,D,2016,1.94,3.7,4.18,37,25,1074.39,20,1.85,1.25,40,2.0,2.42,1.0,0.8,22,34,971.52,20,1.1,1.7,21,1.05,18.25,0.8,0.8
2016-01-02,Man United,Swansea,H,2016,1.55,4.1,7.0,24,17,1028.06,20,1.2,0.85,33,1.65,-41.25,0.4,1.2,17,26,949.51,20,0.85,1.3,19,0.95,7.81,0.4,0.4
2016-01-02,Norwich,Southampton,H,2016,3.13,3.3,2.4,23,32,972.1,20,1.15,1.6,23,1.15,15.35,1.0,1.0,26,24,984.27,20,1.3,1.2,24,1.2,-10.16,1.0,1.0
2016-01-02,Sunderland,Aston Villa,H,2016,2.49,3.25,3.14,22,39,921.81,20,1.1,1.95,15,0.75,-37.61,0.4,1.8,16,37,888.87,20,0.8,1.85,8,0.4,-12.36,0.4,1.2
2016-01-02,Watford,Man City,A,2016,5.0,3.99,1.73,25,22,1005.45,20,1.25,1.1,29,1.45,10.06,1.4,0.8,39,21,1063.11,20,1.95,1.05,39,1.95,9.34,1.4,0.8
2016-01-02,West Brom,Stoke,H,2016,2.8,3.1,2.8,20,25,986.12,20,1.0,1.25,26,1.3,-12.46,0.8,1.0,21,21,1015.11,20,1.05,1.05,29,1.45,13.4,1.4,1.0
2016-01-02,West Ham,Liverpool,H,2016,3.97,3.4,2.05,30,23,1037.23,20,1.5,1.15,32,1.6,3.58,0.6,0.4,22,24,1016.95,20,1.1,1.2,30,1.5,6.96,0.8,1.0
2016-01-03,Crystal Palace,Chelsea,A,2016,3.8,3.49,2.1,23,19,1007.36,20,1.15,0.95,31,1.55,17.05,0.6,0.2,26,29,983.83,20,1.3,1.45,23,1.15,7.56,1.2,1.0
2016-01-03,Everton,Tottenham,D,2016,2.7,3.46,2.62,36,29,1006.02,20,1.8,1.45,27,1.35,-12.89,1.4,1.6,34,16,1075.75,20,1.7,0.8,36,1.8,17.66,1.6,0.6
2016-01-12,Aston Villa,Crystal Palace,H,2016,3.2,3.2,2.5,17,37,900.08,21,0.81,1.762,11,0.524,-10.84,0.6,1.4,23,20,996.15,21,1.095,0.952,31,1.476,-11.17,0.4,0.8
2016-01-12,Bournemouth,West Ham,A,2016,2.0,3.6,3.98,23,37,958.32,21,1.095,1.762,21,1.0,12.82,0.4,0.6,33,24,1050.43,21,1.571,1.143,35,1.667,15.25,1.0,0.4
2016-01-12,Newcastle,Man United,D,2016,5.0,3.64,1.8,22,38,935.13,21,1.048,1.81,18,0.857,-27.53,0.2,0.8,27,20,1028.22,21,1.286,0.952,34,1.619,-24.45,0.6,1.0
2016-01-13,Chelsea,West Brom,D,2016,1.44,4.4,8.54,28,31,981.13,21,1.333,1.476,24,1.143,33.01,1.6,0.6,22,27,988.82,21,1.048,1.286,27,1.286,-7.12,0.8,0.8
2016-01-13,Liverpool,Arsenal,D,2016,2.88,3.39,2.57,25,27,1015.68,21,1.19,1.286,31,1.476,2.08,0.4,1.0,37,21,1078.52,21,1.762,1.0,43,2.048,-1.31,1.0,1.0
2016-01-13,Man City,Everton,D,2016,1.53,4.6,6.44,39,21,1058.79,21,1.857,1.0,40,1.905,16.76,1.4,0.8,36,29,1010.34,21,1.714,1.381,28,1.333,-14.7,1.4,1.6
2016-01-13,Southampton,Watford,H,2016,2.0,3.45,4.1,28,24,993.61,21,1.333,1.143,27,1.286,-11.3,1.0,1.0,25,24,996.11,21,1.19,1.143,29,1.381,-14.29,1.4,1.2
2016-01-13,Stoke,Norwich,H,2016,2.04,3.39,4.2,24,22,1022.45,21,1.143,1.048,32,1.524,1.27,1.6,1.4,24,35,964.76,21,1.143,1.667,23,1.095,24.57,1.0,0.8
2016-01-13,Swansea,Sunderland,A,2016,1.8,3.6,4.95,19,30,933.48,21,0.905,1.429,19,0.905,7.17,0.4,0.4,26,41,937.84,21,1.238,1.952,18,0.857,-17.45,1.0,1.8
2016-01-13,Tottenham,Leicester,A,2016,1.75,3.8,4.72,34,17,1062.06,21,1.619,0.81,36,1.714,34.88,1.6,0.4,38,25,1088.08,21,1.81,1.19,43,2.048,-7.65,0.6,0.6
2016-01-16,Aston Villa,Leicester,D,2016,3.59,3.3,2.2,18,38,902.58,22,0.818,1.727,12,0.545,-3.85,0.6,1.2,39,26,1085.58,22,1.773,1.182,44,2.0,-5.78,0.2,0.2
2016-01-16,Bournemouth,Norwich,H,2016,1.9,3.6,4.5,26,37,969.16,22,1.182,1.682,24,1.091,-14.69,0.2,1.0,24,38,953.92,22,1.091,1.727,23,1.045,1.17,0.8,1.2
2016-01-16,Chelsea,Everton,D,2016,1.8,3.8,4.75,31,34,979.13,22,1.409,1.545,25,1.136,21.86,1.4,0.8,39,32,1012.34,22,1.773,1.455,29,1.318,1.44,1.0,1.0
2016-01-16,Man City,Crystal Palace,H,2016,1.4,5.1,8.88,43,21,1068.82,22,1.955,0.955,43,1.955,18.96,1.2,0.4,23,24,986.12,22,1.045,1.091,31,1.409,-35.74,0.0,0.8
2016-01-16,Newcastle,West Ham,H,2016,2.55,3.38,2.92,24,39,946.11,22,1.091,1.773,21,0.955,-23.47,0.6,1.2,34,26,1039.45,22,1.545,1.182,35,1.591,27.92,1.6,0.6
2016-01-16,Southampton,West Brom,H,2016,1.73,3.6,5.5,31,24,1003.9,22,1.409,1.091,30,1.364,11.98,1.4,0.6,22,30,978.53,22,1.0,1.364,27,1.227,9.89,1.0,0.8
2016-01-16,Tottenham,Sunderland,H,2016,1.36,5.25,9.5,38,18,1068.32,22,1.727,0.818,39,1.773,7.25,1.2,0.6,27,45,931.58,22,1.227,2.045,18,0.818,7.03,1.6,1.6
2016-01-17,Liverpool,Man United,A,2016,2.38,3.2,3.2,25,28,1002.53,22,1.136,1.273,31,1.409,11.0,1.0,1.0,28,20,1041.37,22,1.273,0.909,37,1.682,-8.23,1.0,1.2
2016-01-17,Stoke,Arsenal,D,2016,4.29,3.6,1.95,24,22,1021.05,22,1.091,1.0,33,1.5,21.97,2.0,1.2,37,21,1079.92,22,1.682,0.955,44,2.0,-6.56,1.2,1.4
2016-01-18,Swansea,Watford,H,2016,2.4,3.25,3.28,20,30,942.96,22,0.909,1.364,22,1.0,-8.33,0.8,1.2,25,25,986.63,22,1.136,1.136,29,1.318,-33.82,0.8,1.6
2016-01-23,Crystal Palace,Tottenham,A,2016,3.6,3.4,2.2,24,27,973.41,23,1.043,1.174,31,1.348,-46.95,0.0,1.6,41,19,1081.03,23,1.783,0.826,42,1.826,6.3,1.4,0.8
2016-01-23,Leicester,Stoke,H,2016,2.07,3.4,3.8,42,26,1093.51,23,1.826,1.13,47,2.043,1.74,0.4,0.2,24,25,1013.12,23,1.043,1.087,33,1.435,10.82,1.6,1.2
2016-01-23,Man United,Southampton,A,2016,1.91,3.4,4.5,28,21,1026.86,23,1.217,0.913,37,1.609,14.67,1.2,0.8,32,24,1018.41,23,1.391,1.043,33,1.435,4.26,1.2,0.6
2016-01-23,Norwich,Liverpool,A,2016,4.28,3.5,1.98,28,43,941.94,23,1.217,1.87,23,1.0,-2.46,0.8,1.2,30,32,1014.51,23,1.304,1.391,34,1.478,-12.17,0.8,1.2
2016-01-23,Sunderland,Bournemouth,D,2016,3.0,3.3,2.5,28,46,929.94,23,1.217,2.0,19,0.826,7.51,1.6,1.6,27,38,970.8,23,1.174,1.652,25,1.087,-2.67,0.8,1.0
2016-01-23,Watford,Newcastle,H,2016,2.07,3.5,3.8,27,26,993.19,23,1.174,1.13,32,1.391,-44.13,0.4,1.4,25,41,939.55,23,1.087,1.783,21,0.913,-0.55,1.0,1.2
2016-01-23,West Brom,Aston Villa,D,2016,2.15,3.2,3.92,22,30,973.99,23,0.957,1.304,28,1.217,8.34,1.0,1.2,18,38,907.12,23,0.783,1.652,13,0.565,-1.99,0.6,1.2
2016-01-23,West Ham,Man City,D,2016,5.0,4.0,1.72,36,28,1037.3,23,1.565,1.217,36,1.565,17.58,1.6,0.8,45,23,1070.97,23,1.957,1.0,44,1.913,22.25,1.2,0.2
2016-01-24,Arsenal,Chelsea,A,2016,2.1,3.33,3.87,37,22,1063.88,23,1.609,0.957,44,1.913,12.85,1.2,0.6,32,34,995.17,23,1.391,1.478,28,1.217,20.69,1.6,1.0
2016-01-24,Everton,Swansea,A,2016,1.7,3.8,5.5,40,34,997.15,23,1.739,1.478,29,1.261,-8.5,1.4,1.6,22,31,958.15,23,0.957,1.348,25,1.087,-7.59,0.8,1.2
2016-02-02,Arsenal,Southampton,D,2016,1.76,3.65,5.0,37,22,1059.82,24,1.542,0.917,45,1.875,-9.03,0.8,0.8,32,24,1022.47,24,1.333,1.0,34,1.417,25.69,1.2,0.2
2016-02-02,Crystal Palace,Bournemouth,A,2016,2.45,3.25,3.0,25,29,959.97,24,1.042,1.208,31,1.292,-54.86,0.2,2.2,29,39,984.24,24,1.208,1.625,28,1.167,4.81,1.0,0.8
2016-02-02,Leicester,Liverpool,H,2016,2.62,3.3,2.8,44,26,1099.68,24,1.833,1.083,50,2.083,13.59,1.0,0.2,30,34,1008.34,24,1.25,1.417,34,1.417,-10.88,1.6,2.0
2016-02-02,Man United,Stoke,H,2016,1.68,3.7,6.0,31,21,1036.7,24,1.292,0.875,40,1.667,4.64,1.2,1.0,24,28,1003.28,24,1.0,1.167,33,1.375,-10.89,0.8,1.2
2016-02-02,Norwich,Tottenham,A,2016,4.5,3.75,1.85,28,46,929.02,24,1.167,1.917,23,0.958,-21.71,1.2,2.2,44,19,1093.95,24,1.833,0.792,45,1.875,6.32,1.6,0.8
2016-02-02,Sunderland,Man City,A,2016,7.28,4.73,1.48,28,47,920.67,24,1.167,1.958,19,0.792,16.56,1.8,1.6,46,23,1080.24,24,1.917,0.958,47,1.958,20.48,1.6,0.6
2016-02-02,West Brom,Swansea,D,2016,2.62,3.05,3.1,23,31,970.86,24,0.958,1.292,29,1.208,-3.23,0.8,1.2,23,32,961.28,24,0.958,1.333,26,1.083,2.8,1.2,1.4
2016-02-02,West Ham,Aston Villa,H,2016,1.9,3.5,4.69,38,28,1042.4,24,1.583,1.167,39,1.625,8.51,1.6,1.0,18,40,902.02,24,0.75,1.667,13,0.542,9.82,0.6,0.8
2016-02-03,Everton,Newcastle,H,2016,1.67,4.08,5.23,43,34,1005.6,24,1.792,1.417,32,1.333,-9.91,1.0,1.2,25,44,931.1,24,1.042,1.833,21,0.875,-0.08,1.2,1.4
2016-02-03,Watford,Chelsea,D,2016,4.32,3.4,2.0,27,26,990.46,24,1.125,1.083,33,1.375,-24.88,0.6,1.2,32,34,997.9,24,1.333,1.417,29,1.208,32.25,1.8,1.0
2016-02-06,Aston Villa,Norwich,H,2016,2.44,3.2,3.15,20,40,911.82,25,0.8,1.6,16,0.64,13.15,0.4,0.6,28,48,919.22,25,1.12,1.92,23,0.92,-43.08,1.0,2.8
2016-02-06,Liverpool,Sunderland,D,2016,1.44,4.6,8.42,32,36,1003.49,25,1.28,1.44,35,1.4,-8.61,1.6,2.0,30,49,925.52,25,1.2,1.96,20,0.8,-1.14,1.2,1.6
2016-02-06,Man City,Leicester,A,2016,1.62,4.2,6.0,47,26,1065.21,25,1.88,1.04,47,1.88,17.13,1.4,0.4,47,27,1114.71,25,1.88,1.08,53,2.12,25.29,1.4,0.2
2016-02-06,Newcastle,West Brom,H,2016,2.15,3.3,3.55,26,44,939.94,25,1.04,1.76,24,0.96,-4.19,1.2,1.8,23,32,962.02,25,0.92,1.28,29,1.16,-15.26,0.6,1.2
2016-02-06,Southampton,West Ham,H,2016,1.73,3.7,5.33,33,24,1030.5,25,1.32,0.96,37,1.48,38.2,1.2,0.0,38,29,1034.37,25,1.52,1.16,39,1.56,5.17,1.6,1.0
2016-02-06,Stoke,Everton,A,2016,2.62,3.36,2.8,24,31,984.79,25,0.96,1.24,33,1.32,-11.83,0.6,1.4,46,34,1024.09,25,1.84,1.36,35,1.4,-0.42,1.4,1.0
2016-02-06,Swansea,Crystal Palace,D,2016,2.25,3.25,3.44,24,33,958.55,25,0.96,1.32,27,1.08,11.77,1.2,1.2,26,30,962.7,25,1.04,1.2,32,1.28,-47.39,0.4,2.0
2016-02-06,Tottenham,Watford,H,2016,1.5,4.33,7.38,45,19,1098.83,25,1.8,0.76,48,1.92,18.2,2.0,0.6,27,27,985.58,25,1.08,1.08,33,1.32,-14.99,0.4,0.8
2016-02-07,Bournemouth,Arsenal,A,2016,3.84,3.5,2.05,29,41,971.32,25,1.16,1.64,28,1.12,12.72,1.4,1.0,39,22,1072.74,25,1.56,0.88,48,1.92,-17.43,0.6,0.8
2016-02-07,Chelsea,Man United,D,2016,2.14,3.3,3.9,33,35,996.11,25,1.32,1.4,30,1.2,14.07,1.2,1.0,32,22,1038.49,25,1.28,0.88,41,1.64,8.64,1.4,0.8
2016-02-13,Bournemouth,Stoke,A,2016,2.05,3.4,4.06,30,44,956.46,26,1.154,1.692,28,1.077,13.0,1.2,0.8,27,32,999.65,26,1.038,1.231,36,1.385,-37.66,0.0,1.8
2016-02-13,Chelsea,Newcastle,H,2016,1.44,4.75,8.0,38,36,1006.66,26,1.462,1.385,33,1.269,14.98,1.0,0.8,27,49,929.39,26,1.038,1.885,24,0.923,4.81,0.8,1.2
2016-02-13,Crystal Palace,Watford,A,2016,2.25,3.25,3.6,27,32,949.98,26,1.038,1.231,32,1.231,-33.45,0.6,2.0,29,28,998.3,26,1.115,1.077,36,1.385,-10.53,0.4,0.6
2016-02-13,Everton,West Brom,A,2016,1.53,4.2,7.5,46,35,1009.04,26,1.769,1.346,35,1.346,13.75,2.0,1.0,24,32,977.07,26,0.923,1.231,32,1.231,-26.8,0.2,1.0
2016-02-13,Norwich,West Ham,D,2016,2.45,3.33,3.12,30,50,919.72,26,1.154,1.923,24,0.923,-45.54,0.8,2.6,40,31,1033.87,26,1.538,1.192,40,1.538,-16.06,1.0,1.0
