Date,HomeTeam,AwayTeam,FTR,season,home_odds,draw_odds,away_odds,goals_scored,goals_conceded,ELO,matchDay,avg_goals_scored,avg_goals_conceded,points,avg_points_game,elo_change_trend,goals_scored_trend,goals_conceded_trend,goals_scored_away,goals_conceded_away,ELO_away,matchDay_away,avg_goals_scored_away,avg_goals_conceded_away,points_away,avg_points_game_away,elo_change_trend_away,goals_scored_trend_away,goals_conceded_trend_away
2017-05-13,Sunderland,Swansea,A,2017,4.1,3.7,1.91,28,62,878.96,36,0.778,1.722,24,0.667,-3.63,0.8,0.8,43,69,942.61,37,1.162,1.865,38,1.027,24.13,0.8,0.4
2017-05-14,Crystal Palace,Hull,H,2017,2.05,3.56,3.75,50,61,942.52,37,1.351,1.649,41,1.108,-11.94,0.4,1.8,36,73,906.3,37,0.973,1.973,34,0.919,-8.93,0.6,1.0
2017-05-14,Tottenham,Man United,H,2017,1.71,3.9,5.25,73,24,1162.24,36,2.028,0.667,80,2.222,5.75,1.4,0.2,52,29,1081.34,36,1.444,0.806,65,1.806,0.31,0.6,0.6
2017-05-14,West Ham,Liverpool,A,2017,5.5,4.0,1.67,45,63,956.44,37,1.216,1.703,42,1.135,17.8,0.6,0.4,75,42,1142.83,37,2.027,1.135,73,1.973,-5.69,0.6,0.4
2017-05-15,Chelsea,Watford,H,2017,1.25,6.5,11.0,80,32,1200.24,37,2.162,0.865,90,2.432,28.72,2.2,0.4,40,63,949.9,37,1.081,1.703,40,1.081,-35.8,0.0,1.4
2017-05-16,Arsenal,Sunderland,H,2017,1.1,11.5,26.0,74,43,1134.23,37,2.0,1.162,72,1.946,26.23,1.6,0.6,28,64,876.18,37,0.757,1.73,24,0.649,-16.52,0.4,0.8
2017-05-16,Man City,West Brom,H,2017,1.14,9.25,21.0,75,39,1150.05,37,2.027,1.054,75,2.027,2.39,1.8,0.6,42,49,943.43,37,1.135,1.324,45,1.216,-25.9,0.4,1.0
2017-05-17,Southampton,Man United,D,2017,2.65,3.3,2.8,41,47,1008.68,37,1.108,1.27,46,1.243,-0.87,0.4,0.6,52,29,1082.28,37,1.405,0.784,66,1.784,-16.27,0.4,1.0
2017-05-18,Leicester,Tottenham,A,2017,4.33,3.78,1.87,47,62,966.03,37,1.27,1.676,43,1.162,15.38,1.0,0.6,79,25,1180.21,37,2.135,0.676,83,2.243,6.17,1.0,0.4
2017-05-21,Arsenal,Everton,H,2017,1.42,5.0,7.5,77,44,1140.16,38,2.026,1.158,75,1.974,35.51,2.0,0.2,62,44,1043.84,38,1.632,1.158,61,1.605,-21.73,0.2,0.8
2017-05-21,Burnley,West Ham,A,2017,2.38,3.5,3.0,39,55,939.12,38,1.026,1.447,40,1.053,-6.63,1.0,1.2,47,64,969.64,38,1.237,1.684,45,1.184,1.4,0.2,0.8
2017-05-21,Chelsea,Sunderland,H,2017,1.15,9.0,21.02,85,33,1203.07,38,2.237,0.868,93,2.447,26.83,2.2,0.6,29,69,873.35,38,0.763,1.816,24,0.632,-11.25,0.4,1.0
2017-05-21,Hull,Tottenham,A,2017,6.5,4.6,1.53,37,80,890.98,38,0.974,2.105,34,0.895,-13.98,0.4,1.2,86,26,1195.53,38,2.263,0.684,86,2.263,16.32,2.0,0.6
2017-05-21,Leicester,Bournemouth,D,2017,1.91,3.75,4.0,48,63,963.25,38,1.263,1.658,44,1.158,1.71,1.2,1.6,55,67,966.02,38,1.447,1.763,46,1.211,28.27,1.8,0.6
2017-05-21,Liverpool,Middlesbrough,H,2017,1.14,9.0,26.0,78,42,1146.13,38,2.053,1.105,76,2.0,0.86,1.2,0.4,27,53,884.31,38,0.711,1.395,28,0.737,-1.15,0.8,1.4
2017-05-21,Man United,Crystal Palace,H,2017,2.45,3.38,3.0,54,29,1087.08,38,1.421,0.763,69,1.816,-19.6,0.4,1.0,50,63,937.72,38,1.316,1.658,41,1.079,-17.03,0.8,1.6
2017-05-21,Southampton,Stoke,A,2017,1.75,3.8,4.75,41,48,993.66,38,1.079,1.263,46,1.211,2.87,0.4,0.6,41,56,961.28,38,1.079,1.474,44,1.158,-23.37,0.6,1.6
2017-05-21,Swansea,West Brom,H,2017,2.05,3.5,3.67,45,70,950.35,38,1.184,1.842,41,1.079,43.7,1.2,0.2,43,51,935.69,38,1.132,1.342,45,1.184,-20.6,0.6,1.4
2017-05-21,Watford,Man City,A,2017,11.0,6.0,1.29,40,68,933.41,38,1.053,1.789,40,1.053,-27.18,0.6,1.8,80,39,1166.54,38,2.105,1.026,78,2.053,10.21,2.4,0.8
2017-08-11,Arsenal,Leicester,H,2018,1.53,4.5,6.5,4,3,1133.03,1,4.0,3.0,3,3.0,,,,3,4,1106.64,1,3.0,4.0,0,0.0,,,
2017-08-12,Brighton,Man City,A,2018,10.95,5.5,1.33,0,2,984.64,1,0.0,2.0,0,0.0,,,,2,0,1015.36,1,2.0,0.0,3,3.0,,,
2017-08-12,Chelsea,Burnley,A,2018,1.25,6.25,13.5,2,3,1168.36,1,2.0,3.0,0,0.0,,,,3,2,1178.89,1,3.0,2.0,3,3.0,,,
2017-08-12,Crystal Palace,Huddersfield,A,2018,1.83,3.56,5.0,0,3,925.81,1,0.0,3.0,0,0.0,,,,3,0,967.69,1,3.0,0.0,3,3.0,,,
2017-08-12,Everton,Stoke,H,2018,1.7,3.7,5.5,1,0,1046.8,1,1.0,0.0,3,3.0,,,,0,1,1028.16,1,0.0,1.0,0,0.0,,,
2017-08-12,Southampton,Swansea,D,2018,1.62,4.0,6.0,0,0,991.52,1,0.0,0.0,1,1.0,,,,0,0,997.64,1,0.0,0.0,1,1.0,,,
2017-08-12,Watford,Liverpool,D,2018,6.0,4.2,1.62,3,3,937.58,1,3.0,3.0,1,1.0,,,,3,3,948.55,1,3.0,3.0,1,1.0,,,
2017-08-12,West Brom,Bournemouth,H,2018,2.46,3.25,3.13,1,0,950.0,1,1.0,0.0,3,3.0,,,,0,1,940.03,1,0.0,1.0,0,0.0,,,
2017-08-13,Man United,West Ham,H,2018,1.3,5.5,11.0,4,0,1090.61,1,4.0,0.0,3,3.0,,,,0,4,1058.3,1,0.0,4.0,0,0.0,,,
2017-08-13,Newcastle,Tottenham,A,2018,5.25,3.9,1.7,0,2,935.97,1,0.0,2.0,0,0.0,,,,2,0,970.98,1,2.0,0.0,3,3.0,,,
2017-08-19,Bournemouth,Watford,A,2018,1.98,3.52,4.0,0,3,924.79,2,0.0,1.5,0,0.0,,,,5,3,952.82,2,2.5,1.5,4,2.0,,,
2017-08-19,Burnley,West Brom,A,2018,2.6,3.13,3.07,3,3,1160.55,2,1.5,1.5,3,1.5,,,,2,0,968.34,2,1.0,0.0,6,3.0,,,
2017-08-19,Leicester,Brighton,H,2018,1.74,3.73,5.43,5,4,1111.76,2,2.5,2.0,3,1.5,,,,0,4,979.52,2,0.0,2.0,0,0.0,,,
2017-08-19,Liverpool,Crystal Palace,H,2018,1.36,5.25,9.0,4,3,955.66,2,2.0,1.5,4,2.0,,,,0,4,918.7,2,0.0,2.0,0,0.0,,,
2017-08-19,Southampton,West Ham,H,2018,1.71,3.8,5.25,3,2,1000.94,2,1.5,1.0,4,2.0,,,,2,7,1048.88,2,1.0,3.5,0,0.0,,,
2017-08-19,Stoke,Arsenal,H,2018,4.5,3.8,1.83,1,1,1038.56,2,0.5,0.5,3,1.5,,,,4,4,1122.63,2,2.0,2.0,3,1.5,,,
2017-08-19,Swansea,Man United,A,2018,11.0,5.0,1.36,0,4,979.05,2,0.0,2.0,1,0.5,,,,8,0,1109.2,2,4.0,0.0,6,3.0,,,
2017-08-20,Huddersfield,Newcastle,H,2018,2.5,3.25,3.13,4,0,974.52,2,2.0,0.0,6,3.0,,,,0,3,929.14,2,0.0,1.5,0,0.0,,,
2017-08-20,Tottenham,Chelsea,A,2018,2.1,3.4,3.75,3,2,963.15,2,1.5,1.0,3,1.5,,,,4,4,1176.19,2,2.0,2.0,3,1.5,,,
2017-08-21,Man City,Everton,D,2018,1.33,5.75,9.5,3,1,1013.33,2,1.5,0.5,4,2.0,,,,2,1,1048.83,2,1.0,0.5,4,2.0,,,
2017-08-26,Bournemouth,Man City,A,2018,11.0,6.0,1.3,1,5,914.04,3,0.333,1.667,0,0.0,,,,5,2,1024.08,3,1.667,0.667,7,2.333,,,
2017-08-26,Crystal Palace,Swansea,A,2018,1.95,3.5,4.2,0,6,905.51,3,0.0,2.0,0,0.0,,,,2,4,992.24,3,0.667,1.333,4,1.333,,,
2017-08-26,Huddersfield,Southampton,D,2018,3.9,3.3,2.1,4,0,972.47,3,1.333,0.0,7,2.333,,,,3,2,1002.99,3,1.0,0.667,5,1.667,,,
2017-08-26,Man United,Leicester,H,2018,1.33,5.5,11.0,10,0,1117.57,3,3.333,0.0,9,3.0,,,,5,6,1103.39,3,1.667,2.0,3,1.0,,,
2017-08-26,Newcastle,West Ham,H,2018,2.3,3.4,3.33,3,3,944.51,3,1.0,1.0,3,1.0,,,,2,10,1033.51,3,0.667,3.333,0,0.0,,,
2017-08-26,Watford,Brighton,D,2018,1.95,3.4,4.25,5,3,950.83,3,1.667,1.0,5,1.667,,,,0,4,981.51,3,0.0,1.333,1,0.333,,,
2017-08-27,Chelsea,Everton,H,2018,1.45,4.5,8.0,6,4,1181.04,3,2.0,1.333,6,2.0,,,,2,3,1043.98,3,0.667,1.0,4,1.333,,,
2017-08-27,Liverpool,Arsenal,H,2018,2.16,3.67,3.4,8,3,976.89,3,2.667,1.0,7,2.333,,,,4,8,1101.4,3,1.333,2.667,3,1.0,,,
2017-08-27,Tottenham,Burnley,D,2018,1.25,6.45,14.0,4,3,965.72,3,1.333,1.0,4,1.333,,,,4,4,1157.98,3,1.333,1.333,4,1.333,,,
2017-08-27,West Brom,Stoke,D,2018,2.4,3.1,3.3,3,1,967.48,3,1.0,0.333,7,2.333,,,,2,2,1039.42,3,0.667,0.667,4,1.333,,,
2017-09-09,Arsenal,Bournemouth,H,2018,1.36,5.5,8.5,7,8,1106.04,4,1.75,2.0,6,1.5,,,,1,8,909.4,4,0.25,2.0,0,0.0,,,
2017-09-09,Brighton,West Brom,H,2018,2.7,3.0,3.0,3,5,989.79,4,0.75,1.25,4,1.0,,,,4,4,959.2,4,1.0,1.0,7,1.75,,,
2017-09-09,Everton,Tottenham,A,2018,3.8,3.5,2.1,2,6,1022.62,4,0.5,1.5,4,1.0,,,,7,3,987.08,4,1.75,0.75,7,1.75,,,
2017-09-09,Leicester,Chelsea,A,2018,4.6,3.8,1.8,6,8,1091.79,4,1.5,2.0,3,0.75,,,,8,5,1192.64,4,2.0,1.25,9,2.25,,,
2017-09-09,Man City,Liverpool,H,2018,1.85,3.94,4.14,10,2,1037.58,4,2.5,0.5,10,2.5,,,,8,8,963.39,4,2.0,2.0,7,1.75,,,
2017-09-09,Southampton,Watford,A,2018,1.65,3.96,5.58,3,4,986.11,4,0.75,1.0,5,1.25,,,,7,3,967.71,4,1.75,0.75,8,2.0,,,
2017-09-09,Stoke,Man United,D,2018,7.4,4.4,1.5,4,4,1038.57,4,1.0,1.0,5,1.25,,,,12,2,1118.42,4,3.0,0.5,10,2.5,,,
2017-09-10,Burnley,Crystal Palace,H,2018,2.36,3.23,3.4,5,4,1160.38,4,1.25,1.0,7,1.75,,,,0,7,903.11,4,0.0,1.75,0,0.0,,,
2017-09-10,Swansea,Newcastle,A,2018,2.4,3.25,3.3,2,5,977.61,4,0.5,1.25,4,1.0,,,,4,3,959.14,4,1.0,0.75,6,1.5,,,
2017-09-11,West Ham,Huddersfield,H,2018,1.95,3.5,4.4,4,10,1040.31,4,1.0,2.5,3,0.75,,,,4,2,965.67,4,1.0,0.5,7,1.75,,,
2017-09-15,Bournemouth,Brighton,H,2018,2.15,3.4,3.75,3,9,919.46,5,0.6,1.8,3,0.6,,,,4,7,979.73,5,0.8,1.4,4,0.8,,,
2017-09-16,Crystal Palace,Southampton,A,2018,2.95,3.26,2.6,0,8,892.26,5,0.0,1.6,0,0.0,,,,4,4,996.96,5,0.8,0.8,8,1.6,,,
2017-09-16,Huddersfield,Leicester,D,2018,3.46,3.39,2.25,5,3,966.34,5,1.0,0.6,8,1.6,,,,7,9,1091.12,5,1.4,1.8,4,0.8,,,
2017-09-16,Liverpool,Burnley,D,2018,1.27,6.0,13.0,9,9,965.95,5,1.8,1.8,8,1.6,,,,6,5,1157.82,5,1.2,1.0,8,1.6,,,
2017-09-16,Newcastle,Stoke,H,2018,2.35,3.25,3.4,6,4,969.02,5,1.2,0.8,9,1.8,,,,5,6,1028.69,5,1.0,1.2,5,1.0,,,
2017-09-16,Tottenham,Swansea,D,2018,1.22,6.7,14.0,7,3,984.08,5,1.4,0.6,8,1.6,,,,2,5,980.61,5,0.4,1.0,5,1.0,,,
2017-09-16,Watford,Man City,A,2018,9.25,5.5,1.33,7,9,937.27,5,1.4,1.8,8,1.6,,,,16,2,1068.02,5,3.2,0.4,13,2.6,,,
2017-09-16,West Brom,West Ham,D,2018,2.34,3.25,3.4,4,4,958.66,5,0.8,0.8,8,1.6,,,,4,10,1040.85,5,0.8,2.0,4,0.8,,,
2017-09-17,Chelsea,Arsenal,D,2018,1.8,4.0,4.5,8,5,1187.41,5,1.6,1.0,10,2.0,,,,7,8,1111.27,5,1.4,1.6,7,1.4,,,
2017-09-17,Man United,Everton,H,2018,1.35,5.25,10.31,16,2,1126.96,5,3.2,0.4,13,2.6,,,,2,10,1014.08,5,0.4,2.0,4,0.8,,,
2017-09-23,Burnley,Huddersfield,D,2018,2.2,3.23,3.8,6,5,1150.87,6,1.0,0.833,9,1.5,,,,5,3,973.29,6,0.833,0.5,9,1.5,,,
2017-09-23,Everton,Bournemouth,H,2018,1.67,3.85,5.5,4,11,1019.32,6,0.667,1.833,7,1.167,,,,4,11,914.22,6,0.667,1.833,3,0.5,,,
2017-09-23,Leicester,Liverpool,A,2018,4.1,3.87,1.89,9,12,1074.57,6,1.5,2.0,4,0.667,,,,12,11,982.5,6,2.0,1.833,11,1.833,,,
2017-09-23,Man City,Crystal Palace,H,2018,1.14,10.0,21.0,21,2,1075.73,6,3.5,0.333,16,2.667,,,,0,13,884.55,6,0.0,2.167,0,0.0,,,
2017-09-23,Southampton,Man United,A,2018,5.25,3.74,1.73,4,5,987.18,6,0.667,0.833,8,1.333,,,,17,2,1136.74,6,2.833,0.333,16,2.667,,,
2017-09-23,Stoke,Chelsea,A,2018,5.75,4.1,1.62,5,10,1013.16,6,0.833,1.667,5,0.833,,,,12,5,1202.94,6,2.0,0.833,13,2.167,,,
2017-09-23,Swansea,Watford,A,2018,2.38,3.29,3.28,3,7,966.11,6,0.5,1.167,5,0.833,,,,9,10,951.77,6,1.5,1.667,11,1.833,,,
2017-09-23,West Ham,Tottenham,A,2018,5.85,4.3,1.6,6,13,1025.88,6,1.0,2.167,4,0.667,,,,10,5,999.05,6,1.667,0.833,11,1.833,,,
2017-09-24,Brighton,Newcastle,H,2018,2.75,3.1,2.8,5,7,987.06,6,0.833,1.167,7,1.167,,,,6,5,961.69,6,1.0,0.833,9,1.5,,,
2017-09-25,Arsenal,West Brom,H,2018,1.33,5.4,10.0,9,8,1115.74,6,1.5,1.333,10,1.667,,,,4,6,954.19,6,0.667,1.0,8,1.333,,,
2017-09-30,Bournemouth,Leicester,D,2018,2.75,3.4,2.58,4,11,915.96,7,0.571,1.571,4,0.571,-10.57,0.8,1.6,9,12,1072.83,7,1.286,1.714,5,0.714,-37.19,0.8,1.6
2017-09-30,Chelsea,Man City,A,2018,2.77,3.48,2.5,12,6,1186.13,7,1.714,0.857,13,1.857,26.75,1.6,0.2,22,2,1092.54,7,3.143,0.286,19,2.714,62.4,3.6,0.2
2017-09-30,Huddersfield,Tottenham,A,2018,8.5,4.75,1.4,5,7,951.57,7,0.714,1.0,9,1.286,-1.23,0.2,0.6,14,5,1020.77,7,2.0,0.714,14,2.0,35.9,1.4,0.6
2017-09-30,Man United,Crystal Palace,H,2018,1.17,7.5,17.0,21,2,1140.91,7,3.0,0.286,19,2.714,27.54,1.8,0.4,0,17,880.38,7,0.0,2.429,0,0.0,-34.15,0.0,1.8
2017-09-30,Stoke,Southampton,H,2018,2.88,3.2,2.52,7,11,1020.01,7,1.0,1.571,8,1.143,-25.4,0.8,1.8,5,7,980.33,7,0.714,1.0,8,1.143,-13.76,0.2,0.6
2017-09-30,West Brom,Watford,D,2018,2.25,3.2,3.5,6,8,951.45,7,0.857,1.143,9,1.286,-14.15,0.4,1.2,11,12,954.51,7,1.571,1.714,12,1.714,-1.05,0.8,1.4
2017-09-30,West Ham,Swansea,H,2018,1.84,3.5,4.5,7,13,1031.88,7,1.0,1.857,7,1.0,-23.0,0.8,1.2,3,8,960.11,7,0.429,1.143,5,0.714,-12.94,0.6,0.6
2017-10-01,Arsenal,Brighton,H,2018,1.25,6.5,12.35,11,8,1120.7,7,1.571,1.143,13,1.857,-6.89,1.0,0.8,5,9,982.1,7,0.714,1.286,7,1.0,7.54,1.0,0.6
2017-10-01,Everton,Burnley,A,2018,1.67,3.7,5.75,4,12,1009.52,7,0.571,1.714,7,1.0,-29.51,0.4,2.0,7,5,1160.67,7,1.0,0.714,12,1.714,-9.68,0.6,0.4
2017-10-01,Newcastle,Liverpool,D,2018,5.0,4.0,1.7,7,6,959.53,7,1.0,0.857,10,1.429,32.55,1.2,0.4,13,12,984.66,7,1.857,1.714,12,1.714,26.84,1.6,1.6
2017-10-14,Burnley,West Ham,D,2018,2.75,3.25,2.8,8,6,1154.71,8,1.0,0.75,13,1.625,2.69,0.6,0.2,8,14,1037.84,8,1.0,1.75,8,1.0,-1.63,1.0,0.6
2017-10-14,Crystal Palace,Chelsea,H,2018,8.5,4.8,1.4,2,18,896.39,8,0.25,2.25,3,0.375,-25.13,0.0,2.2,13,8,1170.12,8,1.625,1.0,13,1.625,5.09,1.2,0.4
2017-10-14,Liverpool,Man United,D,2018,2.75,3.3,2.75,13,12,986.09,8,1.625,1.5,13,1.625,7.77,1.0,1.8,21,2,1139.48,8,2.625,0.25,20,2.5,23.34,2.2,0.4
2017-10-14,Man City,Stoke,H,2018,1.14,9.0,19.9,29,4,1104.42,8,3.625,0.5,22,2.75,68.46,3.4,0.0,9,18,1008.13,8,1.125,2.25,8,1.0,-19.41,1.0,1.8
2017-10-14,Swansea,Huddersfield,H,2018,2.15,3.2,3.8,5,8,968.62,8,0.625,1.0,8,1.0,-32.13,0.2,0.8,5,9,943.06,8,0.625,1.125,9,1.125,-20.9,0.2,1.4
2017-10-14,Tottenham,Bournemouth,H,2018,1.21,7.5,13.0,15,5,1025.78,8,1.875,0.625,17,2.125,55.05,2.0,0.4,4,12,910.95,8,0.5,1.5,4,0.5,1.92,0.6,1.2
2017-10-14,Watford,Arsenal,H,2018,5.25,4.2,1.64,13,13,966.88,8,1.625,1.625,15,1.875,3.68,1.2,1.8,12,10,1108.33,8,1.5,1.25,13,1.625,19.3,1.4,0.0
2017-10-15,Brighton,Everton,D,2018,3.24,3.2,2.4,6,10,980.05,8,0.75,1.25,8,1.0,0.59,1.0,1.0,5,13,1011.57,8,0.625,1.625,8,1.0,-34.46,0.4,1.8
2017-10-15,Southampton,Newcastle,D,2018,1.86,3.58,4.5,7,9,977.06,8,0.875,1.125,9,1.125,-22.66,0.4,1.0,9,8,962.8,8,1.125,1.0,11,1.375,15.02,0.8,0.6
2017-10-16,Leicester,West Brom,D,2018,2.0,3.4,4.1,10,13,1067.18,8,1.25,1.625,6,0.75,-30.56,0.8,1.2,7,9,957.1,8,0.875,1.125,10,1.25,-16.03,0.6,1.4
2017-10-20,West Ham,Brighton,A,2018,1.83,3.5,5.2,8,17,1017.14,9,0.889,1.889,8,0.889,-2.47,0.8,0.8,9,10,1000.75,9,1.0,1.111,11,1.222,-9.74,0.6,1.0
2017-10-21,Chelsea,Watford,H,2018,1.36,5.25,9.25,17,10,1173.57,9,1.889,1.111,16,1.778,-22.52,1.0,0.6,15,17,963.43,9,1.667,1.889,15,1.667,-0.83,1.2,2.0
2017-10-21,Huddersfield,Man United,H,2018,10.0,5.0,1.35,7,10,956.29,9,0.778,1.111,12,1.333,-22.61,0.2,1.4,22,4,1126.25,9,2.444,0.444,20,2.222,21.06,1.8,0.0
2017-10-21,Man City,Burnley,H,2018,1.11,11.5,24.0,32,4,1116.33,9,3.556,0.444,25,2.778,66.84,3.8,0.4,8,9,1142.8,9,0.889,1.0,13,1.444,-5.67,0.6,0.4
2017-10-21,Newcastle,Crystal Palace,H,2018,1.95,3.5,4.2,10,8,968.8,9,1.111,0.889,14,1.556,3.66,1.0,1.0,2,19,890.39,9,0.222,2.111,3,0.333,-6.72,0.4,2.2
2017-10-21,Southampton,West Brom,H,2018,1.83,3.4,5.19,8,9,984.16,9,0.889,1.0,12,1.333,-9.05,0.8,1.0,7,10,950.0,9,0.778,1.111,10,1.111,-2.1,0.6,1.0
2017-10-21,Stoke,Bournemouth,A,2018,2.16,3.44,3.6,10,20,992.33,9,1.111,2.222,8,0.889,-30.44,1.0,2.8,6,13,926.75,9,0.667,1.444,7,0.778,1.55,0.6,0.8
2017-10-21,Swansea,Leicester,A,2018,2.83,3.27,2.71,6,10,958.02,9,0.667,1.111,8,0.889,-8.99,0.6,0.6,12,14,1077.78,9,1.333,1.556,9,1.0,-24.61,0.8,1.0
2017-10-22,Everton,Arsenal,A,2018,3.9,3.6,2.0,7,18,996.68,9,0.778,2.0,8,0.889,-11.05,0.6,1.4,17,12,1123.22,9,1.889,1.333,16,1.778,2.29,1.0,0.4
2017-10-22,Tottenham,Liverpool,H,2018,2.2,3.5,3.4,19,6,1034.72,9,2.111,0.667,20,2.222,38.7,1.6,0.4,14,16,977.15,9,1.556,1.778,13,1.444,22.7,1.0,0.8
2017-10-28,Arsenal,Swansea,H,2018,1.25,7.0,13.0,19,13,1126.9,10,1.9,1.3,19,1.9,11.95,2.0,0.8,7,12,954.34,10,0.7,1.2,8,0.8,-22.59,0.8,1.0
2017-10-28,Bournemouth,Chelsea,A,2018,5.59,4.2,1.62,6,14,920.31,10,0.6,1.4,7,0.7,7.29,0.6,0.8,18,10,1180.01,10,1.8,1.0,19,1.9,-13.84,1.8,1.0
2017-10-28,Crystal Palace,West Ham,D,2018,2.4,3.3,3.16,4,21,891.29,10,0.4,2.1,4,0.4,-1.87,0.4,2.2,10,19,1016.24,10,1.0,1.9,9,0.9,-23.71,0.8,1.4
2017-10-28,Liverpool,Huddersfield,H,2018,1.25,6.5,13.0,17,16,986.92,10,1.7,1.6,16,1.6,11.2,1.0,1.4,7,13,946.52,10,0.7,1.3,12,1.2,-10.05,0.4,1.4
2017-10-28,Man United,Tottenham,H,2018,2.15,3.39,3.62,23,4,1131.3,10,2.3,0.4,23,2.3,-0.71,1.2,0.4,19,7,1029.67,10,1.9,0.7,20,2.0,50.64,2.4,0.6
2017-10-28,Watford,Stoke,A,2018,2.05,3.57,3.79,15,18,950.87,10,1.5,1.8,15,1.5,26.16,1.6,1.6,11,20,1004.89,10,1.1,2.0,11,1.1,-36.36,1.0,2.8
2017-10-28,West Brom,Man City,A,2018,11.5,6.5,1.25,9,13,941.38,10,0.9,1.3,10,1.0,-8.66,0.6,1.2,35,6,1124.95,10,3.5,0.6,28,2.8,48.31,3.2,0.4
2017-10-29,Brighton,Southampton,D,2018,3.29,3.2,2.45,10,11,997.53,10,1.0,1.1,12,1.2,21.02,1.0,0.6,9,10,987.38,10,0.9,1.0,13,1.3,-12.8,0.8,1.0
2017-10-29,Leicester,Everton,H,2018,2.15,3.4,3.6,14,14,1083.94,10,1.4,1.4,12,1.2,-13.34,1.0,1.0,7,20,990.52,10,0.7,2.0,8,0.8,-17.4,1.0,1.6
2017-10-30,Burnley,Newcastle,H,2018,2.89,3.2,2.65,9,9,1146.3,10,0.9,0.9,16,1.6,-15.02,0.4,0.8,10,9,965.3,10,1.0,0.9,14,1.4,-0.22,0.8,0.8
2017-11-04,Huddersfield,West Brom,H,2018,2.75,3.0,3.0,8,13,954.09,11,0.727,1.182,15,1.364,-26.77,0.4,2.0,9,14,933.81,11,0.818,1.273,10,0.909,-12.81,1.0,1.4
2017-11-04,Newcastle,Bournemouth,A,2018,1.99,3.5,4.2,10,10,950.8,11,0.909,0.909,14,1.273,3.61,0.8,0.8,7,14,934.81,11,0.636,1.273,10,0.909,6.09,0.4,0.6
2017-11-04,Southampton,Burnley,A,2018,1.66,3.7,6.5,9,11,978.45,11,0.818,1.0,13,1.182,0.2,1.0,1.0,10,9,1155.23,11,0.909,0.818,19,1.727,-4.57,0.6,0.8
2017-11-04,Stoke,Leicester,D,2018,2.7,3.3,2.82,13,22,1004.16,11,1.182,2.0,12,1.091,-8.27,1.2,2.0,16,16,1084.67,11,1.455,1.455,13,1.182,9.37,1.0,0.4
2017-11-04,Swansea,Brighton,A,2018,2.4,3.13,3.3,7,13,942.21,11,0.636,1.182,8,0.727,-11.77,0.8,1.0,11,11,1009.66,11,1.0,1.0,15,1.364,10.47,1.0,0.8
2017-11-04,West Ham,Liverpool,A,2018,5.25,4.29,1.65,11,23,996.57,11,1.0,2.091,9,0.818,-9.64,0.8,1.2,21,17,1006.59,11,1.909,1.545,19,1.727,4.42,1.0,1.0
2017-11-05,Chelsea,Man United,H,2018,2.5,3.2,3.13,19,10,1185.88,11,1.727,0.909,22,2.0,-22.93,1.2,1.0,23,5,1125.43,11,2.091,0.455,23,2.091,-5.44,1.2,0.4
2017-11-05,Everton,Watford,H,2018,2.15,3.39,3.6,10,22,997.09,11,0.909,2.0,11,1.0,-28.8,0.6,1.8,17,21,944.3,11,1.545,1.909,15,1.364,-0.9,1.2,1.6
2017-11-05,Man City,Arsenal,H,2018,1.41,5.2,7.5,38,7,1133.25,11,3.455,0.636,31,2.818,49.22,2.8,0.8,20,16,1118.6,11,1.818,1.455,19,1.727,11.16,2.0,1.0
2017-11-05,Tottenham,Crystal Palace,H,2018,1.29,6.0,11.0,20,7,1034.0,11,1.818,0.636,23,2.091,30.62,1.8,0.4,4,22,886.96,11,0.364,2.0,4,0.364,6.74,0.8,1.6
2017-11-18,Arsenal,Tottenham,H,2018,2.5,3.5,2.89,22,16,1124.56,12,1.833,1.333,22,1.833,-2.1,1.8,1.6,20,9,1028.04,12,1.667,0.75,23,1.917,13.23,1.2,0.4
2017-11-18,Bournemouth,Huddersfield,H,2018,1.83,3.49,5.0,11,14,948.98,12,0.917,1.167,13,1.083,18.85,0.6,0.6,8,17,939.92,12,0.667,1.417,15,1.25,2.52,0.6,1.2
2017-11-18,Burnley,Swansea,H,2018,2.13,3.2,4.0,12,9,1158.55,12,1.0,0.75,22,1.833,-5.44,0.6,0.8,7,15,938.89,12,0.583,1.25,8,0.667,-17.9,0.8,1.0
2017-11-18,Crystal Palace,Everton,D,2018,2.39,3.25,3.29,6,24,887.42,12,0.5,2.0,5,0.417,6.58,0.8,1.0,12,24,996.63,12,1.0,2.0,12,1.0,-12.43,1.2,2.0
2017-11-18,Leicester,Man City,A,2018,9.06,5.75,1.35,16,18,1070.54,12,1.333,1.5,13,1.083,11.84,1.4,0.8,40,7,1147.38,12,3.333,0.583,34,2.833,40.71,3.2,1.0
2017-11-18,Liverpool,Southampton,H,2018,1.4,5.0,8.5,24,17,1016.0,12,2.0,1.417,22,1.833,21.93,1.6,1.0,9,14,969.04,12,0.75,1.167,13,1.083,-1.88,0.8,0.8
2017-11-18,Man United,Newcastle,H,2018,1.28,5.75,13.0,27,6,1130.29,12,2.25,0.5,26,2.167,-15.48,0.4,0.6,11,14,945.94,12,0.917,1.167,14,1.167,-8.73,0.6,0.8
2017-11-18,West Brom,Chelsea,A,2018,6.46,4.0,1.61,9,18,922.96,12,0.75,1.5,10,0.833,-17.64,0.6,1.2,23,10,1196.73,12,1.917,0.833,25,2.083,-0.25,1.4,0.8
